46.9756649 7.1296732
46.9542744 7.1344402
46.9835768 7.0963890
46.9418773 7.0684092
46.9387853 7.1620057
46.9741379 7.1312407
46.9208076 7.1096257
46.9666126 7.1218415
46.9637440 7.1048663
46.9639749 7.1216342
46.9798720 7.0728163
46.9668355 7.1052310
46.9709905 7.0949526
46.9417856 7.1623484
46.9638254 7.1017773
46.9888554 7.0976867
46.9483637 7.0734133
46.9697608 7.1670739
46.9624692 7.1266508
46.9719013 7.1125633
46.9656956 7.1074381
46.9631074 7.0686943
46.9530664 7.1262967
46.9728290 7.1503291
46.9616409 7.1352767
46.9483532 7.1141820
46.9781328 7.1760307
46.9930559 7.1703576
46.9597909 7.1240835
46.9636699 7.1248560
46.9327614 7.0883062
46.9414421 7.1172027
46.9555514 7.0917642
46.9661842 7.0676503
46.9584905 7.1630622
46.9582820 7.1178739
46.9595243 7.1193856
46.9730605 7.0906787
46.9735850 7.1285010
46.9952360 7.0841811
46.9577868 7.1271507
46.9559819 7.0969869
46.9828937 7.1586440
46.9565627 7.1185704
46.9546697 7.1333018
46.9297016 7.0989423
46.9672977 7.1240577
46.9774308 7.1594147
46.9624748 7.0977958
46.9712965 7.1510173
46.9883289 7.0949655
46.9836451 7.1162631
46.9323585 7.1065792
46.9806501 7.1211810
46.9639939 7.1187236
46.9666489 7.1196234
46.9701561 7.0952310
46.9824259 7.1644690
46.9811285 7.1325071
46.9870902 7.0895002
46.9536102 7.1029243
46.9595772 7.1265043
46.9912646 7.1236739
46.9881317 7.1325700
46.9473438 7.1071995
46.9298713 7.1539893
46.9864123 7.0902138
46.9766967 7.1527761
46.9825436 7.1615137
46.9353629 7.1316349
46.9601137 7.1210581
46.9659460 7.1257475
46.9817911 7.1726600
46.9681732 7.1196835
46.9593082 7.1455211
46.9409742 7.1639968
46.9596644 7.1298182
46.9720503 7.1219120
46.9813378 7.1013440
46.9866750 7.0888610
46.9866327 7.1307038
46.9469590 7.1527246
46.9606572 7.1325442
46.9491382 7.1367578
46.9388331 7.1252080
46.9586621 7.1266568
46.9709256 7.1227798
46.9274456 7.1626767
46.9789799 7.1714180
46.9647198 7.1248604
46.9590887 7.1447904
46.9521830 7.1455682
46.9793257 7.1837007
46.9260718 7.1545124
46.9527343 7.1304524
46.9671407 7.1238017
46.9735088 7.1348344
46.9640194 7.0944644
46.9665542 7.1206600
46.9731516 7.1417758
